timestamp,(0,34);(14,17);(25,24);(8,13);(8,22);(14,10);(14,11);(28,27);(28,29);(28,30);(2,3);(2,32);(5,4);(9,12);(23,15);(23,19);(23,20);(18,21);(6,7);(2,16);(25,26);(33,1);(33,31);(34,9);(9,18);(18,2);(2,5);(5,23);(23,25);(25,28);(28,14);(14,8);(8,6);(6,33);(33,34);(25,25.1);(8,8.1);(14,14.1);(28,28.1);(2,2.1);(5,5.1);(9,9.1);(23,23.1);(18,18.1);(6,6.1);(33,33.1);(34,34.1)
1772827688.6646395;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;240.00;300.00;0.00;0.00;0.00;540.00;480.00;0.00;0.00;0.00;0.00;0.00;0.00;300.00;0.00;0.00
1772827688.6658566;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;240.00;300.00;0.00;0.00;0.00;540.00;480.00;0.00;0.00;0.00;0.00;0.00;0.00;300.00;0.00;0.00
1772827688.7036793;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;480.00;600.00;0.00;0.00;0.00;850.00;960.00;0.00;0.00;0.00;0.00;0.00;0.00;600.00;0.00;0.00
1772827688.7046504;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;480.00;600.00;0.00;0.00;0.00;850.00;960.00;0.00;0.00;0.00;0.00;0.00;0.00;600.00;0.00;0.00
1772827688.7430515;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;720.00;900.00;0.00;0.00;0.00;1160.00;1440.00;0.00;0.00;0.00;0.00;0.00;0.00;900.00;0.00;0.00
1772827688.7442338;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;720.00;900.00;0.00;0.00;0.00;1160.00;1440.00;0.00;0.00;0.00;0.00;0.00;0.00;900.00;0.00;0.00
1772827688.783676;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;960.00;1200.00;0.00;0.00;0.00;1470.00;1920.00;0.00;0.00;0.00;0.00;0.00;0.00;1200.00;0.00;0.00
1772827688.7848055;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;960.00;1200.00;0.00;0.00;0.00;1470.00;1920.00;0.00;0.00;0.00;0.00;0.00;0.00;1200.00;0.00;0.00
1772827688.823183;0.00;485.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1200.00;1500.00;0.00;0.00;0.00;1780.00;2400.00;0.00;0.00;0.00;0.00;0.00;0.00;1500.00;0.00;0.00
1772827688.8243668;0.00;485.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1200.00;1500.00;0.00;0.00;0.00;1780.00;2400.00;0.00;0.00;0.00;0.00;0.00;0.00;1500.00;0.00;0.00
1772827688.8631465;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1440.00;1810.00;150.00;150.00;0.00;1780.00;2560.00;0.00;0.00;0.00;0.00;0.00;0.00;1960.00;0.00;150.00
1772827688.864497;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1440.00;1810.00;150.00;150.00;0.00;1780.00;2560.00;0.00;0.00;0.00;0.00;0.00;0.00;1960.00;0.00;150.00
1772827705.7869768;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;310.00;240.00;240.00;240.00;240.00;0.00;0.00;0.00;1440.00;1810.00;150.00;150.00;0.00;1780.00;2560.00;0.00;0.00;0.00;0.00;0.00;480.00;1960.00;0.00;610.00
